cod_mun;nome_mun;uf_mun
3005;Muquém de São Francisco;BA
3007;Nova Fátima;BA
3009;Nova Ibiá;BA
3011;Nova Redenção;BA
3013;Novo Horizonte;BA
3015;Novo Triunfo;BA
3017;Ourolândia;BA
3019;Piraí do Norte;BA
3021;Ponto Novo;BA
3023;Presidente Tancredo Neves;BA
3025;Quixabeira;BA
3027;Ribeirão do Largo;BA
3029;São Domingos;BA
3031;São Félix do Coribe;BA
3033;São José do Jacuípe;BA
3035;São José da Vitória;BA
3037;Saubara;BA
3039;Serra do Ramalho;BA
3041;Sítio do Mato;BA
3043;Sítio do Quinto;BA
3045;Sobradinho;BA
3047;Umburanas;BA
3049;Varzedo;BA
3051;Vereda;BA
3053;Itaóca;SP
3055;Itapirapuã Paulista;SP
3057;Ribeirão Grande;SP
3059;Bom Sucesso de Itararé;SP
3061;Nova Campina;SP
3063;Taquarivaí;SP
3065;Alumínio;SP
3067;Araçariguama;SP
3069;Jussari;BA
3071;América Dourada;BA
3073;Arataca;BA
3075;Barro Alto;BA
3079;Buritirama;BA
3081;Capela do Alto Alegre;BA
3083;Capim Grosso;BA
3085;Canudos;BA
3087;Dias D'Ávila;BA
3089;Fátima;BA
3091;Filadélfia;BA
3092;Mojuí dos Campos;PA
3093;Gavião;BA
3095;Guajeru;BA
3097;Heliópolis;BA
3099;João Dourado;BA
3101;Amparo de São Francisco;SE
3103;Aquidabã;SE
3105;Aracaju;SE
3107;Arauá;SE
3109;Areia Branca;SE
3111;Barra dos Coqueiros;SE
3113;Brejo Grande;SE
3115;Boquim;SE
3117;Eunápolis;BA
3119;Campo do Brito;SE
3121;Canhoba;SE
3123;Canindé de São Francisco;SE
3125;Capela;SE
3127;Carira;SE
3129;Carmópolis;SE
3131;Cedro de São João;SE
3133;Cristinápolis;SE
3135;Nossa Senhora Aparecida;SE
3137;Cumbe;SE
3139;Divina Pastora;SE
3141;Estância;SE
3143;Feira Nova;SE
3145;Frei Paulo;SE
3147;General Maynard;SE
3149;Gararu;SE
3151;Graccho Cardoso;SE
3153;Ilha das Flores;SE
3155;Indiaroba;SE
3157;Itabaiana;SE
3159;Itabaianinha;SE
3161;Itabi;SE
3163;Itaporanga D'Ajuda;SE
3165;Japaratuba;SE
3167;Japoatã;SE
3169;Lagarto;SE
3171;Laranjeiras;SE
3173;Macambira;SE
3175;Malhada dos Bois;SE
3177;Malhador;SE
3179;Maruim;SE
3181;Moita Bonita;SE
3183;Monte Alegre de Sergipe;SE
3185;Muribeca;SE
3187;Neópolis;SE
3189;Nossa Senhora da Glória;SE
3191;Nossa Senhora das Dores;SE
3193;Nossa Senhora de Lourdes;SE
3195;Nossa Senhora do Socorro;SE
3197;Pacatuba;SE
3199;Pedra Mole;SE
3201;Pedrinhas;SE
3203;Pinhão;SE
3205;Pirambu;SE
3207;Poço Redondo;SE
3209;Poço Verde;SE
3211;Porto da Folha;SE
3213;Propriá;SE
3215;Riachão do Dantas;SE
3217;Riachuelo;SE
3219;Ribeirópolis;SE
3221;Rosário do Catete;SE
3223;Salgado;SE
3225;Santa Luzia do Itanhy;SE
3227;Torre de Pedra;SP
3229;Santa Rosa de Lima;SE
3231;Santo Amaro das Brotas;SE
3233;São Cristóvão;SE
3235;São Domingos;SE
3237;São Francisco;SE
3239;São Miguel do Aleixo;SE
3241;Simão Dias;SE
3243;Siriri;SE
3245;Telha;SE
3247;Tobias Barreto;SE
3249;Tomar do Geru;SE
3251;Umbaúba;SE
3253;Adustina;BA
3255;Andorinha;BA
3257;Apuarema;BA
3259;Araçás;BA
3261;Banzaê;BA
3263;Bom Jesus da Serra;BA
3265;Bonito;BA
3267;Cabaceiras do Paraguaçu;BA
3269;Caetanos;BA
3271;Caraíbas;BA
3273;Caturama;BA
3275;Feira da Mata;BA
3277;Igrapiúna;BA
3279;Itabela;BA
3281;Itaguaçu da Bahia;BA
3283;Itatim;BA
3285;Iuiu;BA
3287;Jucuruçu;BA
3289;Lagoa Real;BA
3291;Lajedo do Tabocal;BA
3293;Madre de Deus;BA
3295;Matina;BA
3297;Mirante;BA
3299;Mulungu do Morro;BA
3301;Abaíra;BA
3303;Abaré;BA
3305;Acajutiba;BA
3307;Água Fria;BA
3309;Érico Cardoso;BA
3311;Aiquara;BA
3313;Alagoinhas;BA
3315;Alcobaça;BA
3317;Almadina;BA
3319;Amargosa;BA
3321;Amélia Rodrigues;BA
3323;Anagé;BA
3325;Andaraí;BA
3327;Angical;BA
3329;Anguera;BA
3331;Antas;BA
3333;Antônio Cardoso;BA
3335;Antônio Gonçalves;BA
3337;Aporá;BA
3339;Aracatu;BA
3341;Araci;BA
3343;Aramari;BA
3345;Aratuípe;BA
3347;Aurelino Leal;BA
3349;Baianópolis;BA
3351;Baixa Grande;BA
3353;Barra;BA
3355;Barra da Estiva;BA
3357;Barra do Choça;BA
3359;Barra do Mendes;BA
3361;Barra do Rocha;BA
3363;Barreiras;BA
3365;Governador Lomanto Júnior;BA
3367;Belmonte;BA
3369;Belo Campo;BA
3371;Biritinga;BA
3373;Boa Nova;BA
3375;Boa Vista do Tupim;BA
3377;Bom Jesus da Lapa;BA
3379;Boninal;BA
3381;Boquira;BA
3383;Botuporã;BA
3385;Brejões;BA
3387;Brejolândia;BA
3389;Brotas de Macaúbas;BA
3391;Brumado;BA
3393;Buerarema;BA
3395;Caatiba;BA
3397;Cachoeira;BA
3399;Caculé;BA
3401;Caém;BA
3403;Caetité;BA
3405;Cafarnaum;BA
3407;Cairu;BA
3409;Caldeirão Grande;BA
3411;Camacan;BA
3413;Camaçari;BA
3415;Camamu;BA
3417;Campo Alegre de Lourdes;BA
3419;Campo Formoso;BA
3421;Canápolis;BA
3423;Canarana;BA
3425;Canavieiras;BA
3427;Candeal;BA
3429;Candeias;BA
3431;Candiba;BA
3433;Cândido Sales;BA
3435;Cansanção;BA
3437;Caravelas;BA
3439;Cardeal da Silva;BA
3441;Carinhanha;BA
3443;Casa Nova;BA
3445;Castro Alves;BA
3447;Catolândia;BA
3449;Catu;BA
3451;Central;BA
3453;Chorrochó;BA
3455;Cícero Dantas;BA
3457;Cipó;BA
3459;Coaraci;BA
3461;Cocos;BA
3463;Conceição da Feira;BA
3465;Conceição do Almeida;BA
3467;Conceição do Coité;BA
3469;Conceição do Jacuípe;BA
3471;Conde;BA
3473;Condeúba;BA
3475;Contendas do Sincorá;BA
3477;Coração de Maria;BA
3479;Cordeiros;BA
3481;Coribe;BA
3483;Coronel João Sá;BA
3485;Correntina;BA
3487;Cotegipe;BA
3489;Cravolândia;BA
3491;Crisópolis;BA
3493;Cristópolis;BA
3495;Cruz das Almas;BA
3497;Curaçá;BA
3499;Dário Meira;BA
3501;Dom Basílio;BA
3503;Dom Macedo Costa;BA
3505;Elísio Medrado;BA
3507;Encruzilhada;BA
3509;Entre Rios;BA
3511;Esplanada;BA
3513;Euclides da Cunha;BA
3515;Feira de Santana;BA
3517;Firmino Alves;BA
3519;Floresta Azul;BA
3521;Formosa do Rio Preto;BA
3523;Gandu;BA
3525;Gentio do Ouro;BA
3527;Glória;BA
3529;Gongogi;BA
3531;Governador Mangabeira;BA
3533;Guanambi;BA
3535;Guaratinga;BA
3537;Iaçu;BA
3539;Ibiassucê;BA
3541;Ibicaraí;BA
3543;Ibicoara;BA
3545;Ibicuí;BA
3547;Ibipeba;BA
3549;Santa Rita de Cássia;BA
3551;Ibipitanga;BA
3553;Ibiquera;BA
3555;Ibirapitanga;BA
3557;Ibirapuã;BA
3559;Ibirataia;BA
3561;Ibitiara;BA
3563;Ibititá;BA
3565;Ibotirama;BA
3567;Ichu;BA
3569;Igaporã;BA
3571;Iguaí;BA
3573;Ilhéus;BA
3575;Inhambupe;BA
3577;Ipecaetá;BA
3579;Ipiaú;BA
3581;Ipirá;BA
3583;Ipupiara;BA
3585;Irajuba;BA
3587;Iramaia;BA
3589;Iraquara;BA
3591;Irará;BA
3593;Irecê;BA
3595;Itaberaba;BA
3597;Itabuna;BA
3599;Itacaré;BA
3601;Itaeté;BA
3603;Itagi;BA
3605;Itagibá;BA
3607;Itagimirim;BA
3609;Itaju do Colônia;BA
3611;Itajuípe;BA
3613;Itamaraju;BA
3615;Itamari;BA
3617;Itambé;BA
3619;Itanagra;BA
3621;Itanhém;BA
3623;Itaparica;BA
3625;Itapé;BA
3627;Itapebi;BA
3629;Itapetinga;BA
3631;Itapicuru;BA
3633;Itapitanga;BA
3635;Itaquara;BA
3637;Itarantim;BA
3639;Itiruçu;BA
3641;Itiúba;BA
3643;Itororó;BA
3645;Ituaçu;BA
3647;Ituberá;BA
3649;Jacaraci;BA
3651;Jacobina;BA
3653;Jaguaquara;BA
3655;Jaguarari;BA
3657;Jaguaripe;BA
3659;Jandaíra;BA
3661;Jequié;BA
3663;Jeremoabo;BA
3665;Jequiriçá;BA
3667;Jitaúna;BA
3669;Juazeiro;BA
3671;Jussara;BA
3673;Jussiape;BA
3675;Lafaiete Coutinho;BA
3677;Laje;BA
3679;Lajedão;BA
3681;Lajedinho;BA
3683;Lamarão;BA
3685;Lauro de Freitas;BA
3687;Lençóis;BA
3689;Licínio de Almeida;BA
3691;Livramento de Nossa Senhora;BA
3693;Macajuba;BA
3695;Macarani;BA
3697;Macaúbas;BA
3699;Macururé;BA
3701;Maiquinique;BA
3703;Mairi;BA
3705;Malhada;BA
3707;Malhada de Pedras;BA
3709;Manoel Vitorino;BA
3711;Maracás;BA
3713;Maragogipe;BA
3715;Maraú;BA
3717;Marcionílio Souza;BA
3719;Mascote;BA
3721;Mata de São João;BA
3723;Medeiros Neto;BA
3725;Miguel Calmon;BA
3727;Milagres;BA
3729;Mirangaba;BA
3731;Monte Santo;BA
3733;Morpará;BA
3735;Morro do Chapéu;BA
3737;Mortugaba;BA
3739;Mucugê;BA
3741;Mucuri;BA
3743;Mundo Novo;BA
3745;Muniz Ferreira;BA
3747;Muritiba;BA
3749;Mutuípe;BA
3751;Nazaré;BA
3753;Nilo Peçanha;BA
3755;Nova Canaã;BA
3757;Nova Itarana;BA
3759;Nova Soure;BA
3761;Nova Viçosa;BA
3763;Olindina;BA
3765;Oliveira dos Brejinhos;BA
3767;Ouriçangas;BA
3769;Palmas de Monte Alto;BA
3771;Palmeiras;BA
3773;Paramirim;BA
3775;Paratinga;BA
3777;Paripiranga;BA
3779;Pau Brasil;BA
3781;Paulo Afonso;BA
3783;Pedrão;BA
3785;Pedro Alexandre;BA
3787;Piatã;BA
3789;Pilão Arcado;BA
3791;Pindaí;BA
3793;Pindobaçu;BA
3795;Piripá;BA
3797;Piritiba;BA
3799;Planaltino;BA
3801;Planalto;BA
3803;Poções;BA
3805;Pojuca;BA
3807;Porto Seguro;BA
3809;Potiraguá;BA
3811;Prado;BA
3813;Presidente Dutra;BA
3815;Presidente Jânio Quadros;BA
3817;Queimadas;BA
3819;Quijingue;BA
3821;Remanso;BA
3823;Retirolândia;BA
3825;Riachão das Neves;BA
3827;Riachão do Jacuípe;BA
3829;Riacho de Santana;BA
3831;Ribeira do Amparo;BA
3833;Ribeira do Pombal;BA
3835;Rio de Contas;BA
3837;Rio do Antônio;BA
3839;Rio do Pires;BA
3841;Rio Real;BA
3843;Rodelas;BA
3845;Ruy Barbosa;BA
3847;Salinas da Margarida;BA
3849;Salvador;BA
3851;Santa Bárbara;BA
3853;Santa Brígida;BA
3855;Santa Cruz Cabrália;BA
3857;Santa Cruz da Vitória;BA
3859;Santa Inês;BA
3861;Santaluz;BA
3863;Santa Maria da Vitória;BA
3865;Santana;BA
3867;Santanópolis;BA
3869;Santa Terezinha;BA
3871;Santo Amaro;BA
3873;Santo Antônio de Jesus;BA
3875;Santo Estevão;BA
3877;São Desidério;BA
3879;São Félix;BA
3881;São Felipe;BA
3883;São Francisco do Conde;BA
3885;São Gonçalo dos Campos;BA
3887;São Miguel das Matas;BA
3889;São Sebastião do Passe;BA
3891;Sapeaçu;BA
3893;Sátiro Dias;BA
3895;Saúde;BA
3897;Seabra;BA
3899;Sebastião Laranjeiras;BA
3901;Senhor do Bonfim;BA
3903;Sento Sé;BA
3905;Serra Dourada;BA
3907;Serra Preta;BA
3909;Serrinha;BA
3911;Serrolândia;BA
3913;Simões Filho;BA
3915;Souto Soares;BA
3917;Tabocas do Brejo Velho;BA
3919;Tanhaçu;BA
3921;Tanquinho;BA
3923;Taperoá;BA
3925;Tapiramutá;BA
3927;Teodoro Sampaio;BA
3929;Teofilândia;BA
3931;Teolândia;BA
3933;Terra Nova;BA
3935;Tremedal;BA
3937;Tucano;BA
3939;Uauá;BA
3941;Ubaíra;BA
3943;Ubaitaba;BA
3945;Ubatã;BA
3947;Uibaí;BA
3949;Una;BA
3951;Urandi;BA
3953;Uruçuca;BA
3955;Utinga;BA
3957;Valença;BA
3959;Valente;BA
3961;Várzea do Poço;BA
3963;Vera Cruz;BA
3965;Vitória da Conquista;BA
3967;Wagner;BA
3969;Wenceslau Guimarães;BA
3971;Xique-Xique;BA
3973;Lapão;BA
3975;Maetinga;BA
3977;Mansidão;BA
3979;Nordestina;BA
3981;Pé de Serra;BA
3983;Pintadas;BA
3985;Rafael Jambeiro;BA
3987;Santa Luzia;BA
3989;São Gabriel;BA
3991;Tanque Novo;BA
3993;Teixeira de Freitas;BA
3995;Várzea Nova;BA
3997;Várzea da Roça;BA
3999;Wanderley;BA
4001;Abadia dos Dourados;MG
4003;Abaeté;MG
4005;Abre Campo;MG
4007;Acaiaca;MG
4009;Açucena;MG
4011;Água Boa;MG
4013;Água Comprida;MG
4015;Aguanil;MG
4017;Águas Formosas;MG
4019;Águas Vermelhas;MG
4021;Aimorés;MG
4023;Aiuruoca;MG
4025;Alagoa;MG
4027;Albertina;MG
4029;Além Paraíba;MG
4031;Alfenas;MG
4033;Almenara;MG
4035;Alpercata;MG
4037;Alpinópolis;MG
4039;Alterosa;MG
4041;Alto Rio Doce;MG
4043;Alvarenga;MG
4045;Alvinópolis;MG
4047;Alvorada de Minas;MG
4049;Amparo da Serra;MG
4051;Andradas;MG
4053;Cachoeira de Pajeú;MG
4055;Andrelândia;MG
4057;Antônio Carlos;MG
4059;Antônio Dias;MG
4061;Antônio Prado de Minas;MG
4063;Araçaí;MG
4065;Aracitaba;MG
4067;Araçuaí;MG
4069;Araguari;MG
4071;Arantina;MG
4073;Araponga;MG
4075;Arapuá;MG
4077;Araújos;MG
4079;Araxá;MG
4081;Arceburgo;MG
4083;Arcos;MG
4085;Areado;MG
4087;Argirita;MG
4089;Arinos;MG
4091;Astolfo Dutra;MG
4093;Ataléia;MG
4095;Augusto de Lima;MG
4097;Baependi;MG
4099;Baldim;MG
4101;Bambuí;MG
4103;Bandeira;MG
4105;Bandeira do Sul;MG
4107;Barão de Cocais;MG
4109;Barão de Monte Alto;MG
4111;Barbacena;MG
4113;Barra Longa;MG
4115;Três Marias;MG
4117;Barroso;MG
4119;Bela Vista de Minas;MG
4120;Bodó;RN
4121;Belmiro Braga;MG
4123;Belo Horizonte;MG
4125;Belo Oriente;MG
4127;Belo Vale;MG
4129;Berilo;MG
4131;Bertópolis;MG
4133;Betim;MG
4135;Bias Fortes;MG
4137;Bicas;MG
4139;Biquinhas;MG
4141;Boa Esperança;MG
4143;Bocaina de Minas;MG
4145;Bocaiúva;MG
4147;Bom Despacho;MG
4149;Bom Jardim de Minas;MG
4151;Bom Jesus da Penha;MG
4153;Bom Jesus do Amparo;MG
4155;Bom Jesus do Galho;MG
4157;Bom Repouso;MG
4159;Bom Sucesso;MG
4161;Bonfim;MG
4163;Bonfinópolis de Minas;MG
4165;Borda da Mata;MG
4167;Botelhos;MG
4169;Botumirim;MG
4171;Brasília de Minas;MG
4173;Brás Pires;MG
4175;Braúnas;MG
4177;Brasópolis;MG
4179;Brumadinho;MG
4181;Bueno Brandão;MG
4183;Buenópolis;MG
4185;Buritis;MG
4187;Buritizeiro;MG
4189;Cabo Verde;MG
4191;Cachoeira da Prata;MG
4193;Cachoeira de Minas;MG
4195;Cachoeira Dourada;MG
4197;Caetanópolis;MG
4199;Caeté;MG
4201;Caiana;MG
4203;Cajuri;MG
4205;Caldas;MG
4207;Camacho;MG
4209;Camanducaia;MG
4211;Cambuí;MG
4213;Cambuquira;MG
4215;Campanário;MG
4217;Campanha;MG
4219;Campestre;MG
4221;Campina Verde;MG
4223;Campo Belo;MG
4225;Campo do Meio;MG
4227;Campo Florido;MG
4229;Campos Altos;MG
4231;Campos Gerais;MG
4233;Canaã;MG
4235;Canápolis;MG
4237;Cana Verde;MG
4239;Candeias;MG
4241;Caparaó;MG
4243;Capela Nova;MG
4245;Capelinha;MG
4247;Capetinga;MG
4249;Capim Branco;MG
4251;Capinópolis;MG
4253;Capitão Enéas;MG
4255;Capitólio;MG
4257;Caputira;MG
4259;Caraí;MG
4261;Caranaíba;MG
4263;Carandaí;MG
4265;Carangola;MG
4267;Caratinga;MG
4269;Carbonita;MG
4271;Careaçu;MG
4273;Carlos Chagas;MG
4275;Carmésia;MG
4277;Carmo da Cachoeira;MG
4279;Carmo da Mata;MG
4281;Carmo de Minas;MG
4283;Carmo do Cajuru;MG
4285;Carmo do Paranaíba;MG
4286;Tibau;RN
4287;Carmo do Rio Claro;MG
4289;Carmópolis de Minas;MG
4291;Carrancas;MG
4293;Carvalhópolis;MG
4295;Carvalhos;MG
4297;Casa Grande;MG
4299;Cascalho Rico;MG
4301;Cássia;MG
4303;Conceição da Barra de Minas;MG
4305;Cataguases;MG
4307;Catas Altas da Noruega;MG
4309;Caxambu;MG
4311;Cedro do Abaeté;MG
4313;Central de Minas;MG
4315;Centralina;MG
4317;Chácara;MG
4319;Chalé;MG
4321;Chapada do Norte;MG
4323;Chiador;MG
4325;Cipotânea;MG
4327;Claraval;MG
4329;Claro dos Poções;MG
4331;Cláudio;MG
4333;Coimbra;MG
4335;Coluna;MG
4337;Comendador Gomes;MG
4339;Comercinho;MG
4341;Conceição da Aparecida;MG
4343;Conceição das Pedras;MG
4345;Conceição das Alagoas;MG
4347;Conceição de Ipanema;MG
4349;Conceição do Mato Dentro;MG
4351;Conceição do Pará;MG
4353;Conceição do Rio Verde;MG
4355;Conceição dos Ouros;MG
4357;Congonhal;MG
4359;Congonhas;MG
4361;Congonhas do Norte;MG
4363;Conquista;MG
4365;Conselheiro Lafaiete;MG
4367;Conselheiro Pena;MG
4369;Consolação;MG
4371;Contagem;MG
4373;Coqueiral;MG
4375;Coração de Jesus;MG
4377;Cordisburgo;MG
4379;Cordislândia;MG
4381;Corinto;MG
4383;Coroaci;MG
4385;Coromandel;MG
4387;Coronel Fabriciano;MG
4389;Coronel Murta;MG
4391;Coronel Pacheco;MG
4393;Coronel Xavier Chaves;MG
4395;Córrego Danta;MG
4397;Córrego do Bom Jesus;MG
4399;Córrego Novo;MG
4401;Couto de Magalhães de Minas;MG
4403;Cristais;MG
4405;Cristália;MG
4407;Cristiano Otoni;MG
4409;Cristina;MG
4411;Crucilândia;MG
4413;Cruzeiro da Fortaleza;MG
4415;Cruzília;MG
4417;Curvelo;MG
4419;Datas;MG
4421;Delfim Moreira;MG
4423;Delfinópolis;MG
4425;Descoberto;MG
4427;Desterro de Entre Rios;MG
4429;Desterro do Melo;MG
4431;Diamantina;MG
4433;Diogo de Vasconcelos;MG
4435;Dionísio;MG
4437;Divinésia;MG
4439;Divino;MG
4441;Divino das Laranjeiras;MG
4443;Divinolândia de Minas;MG
4445;Divinópolis;MG
4447;Divisa Nova;MG
4449;Dom Cavati;MG
4451;Dom Joaquim;MG
4453;Dom Silvério;MG
4455;Dom Viçoso;MG
4457;Dona Euzébia;MG
4459;Dores de Campos;MG
4461;Dores de Guanhães;MG
4463;Dores do Indaiá;MG
4465;Dores do Turvo;MG
4467;Doresópolis;MG
4469;Douradoquara;MG
4471;Elói Mendes;MG
4473;Engenheiro Caldas;MG
4475;Engenheiro Navarro;MG
4477;Entre Rios de Minas;MG
4479;Ervália;MG
4481;Esmeraldas;MG
4483;Espera Feliz;MG
4485;Espinosa;MG
4487;Espírito Santo do Dourado;MG
4489;Estiva;MG
4491;Estrela Dalva;MG
4493;Estrela do Indaiá;MG
4495;Estrela do Sul;MG
4497;Eugenópolis;MG
4499;Ewbank da Câmara;MG
4501;Extrema;MG
4503;Fama;MG
4505;Faria Lemos;MG
4507;Felício dos Santos;MG
4509;São Gonçalo do Rio Preto;MG
4511;Felisburgo;MG
4513;Felixlândia;MG
4515;Fernandes Tourinho;MG
4517;Ferros;MG
4519;Florestal;MG
4521;Formiga;MG
4523;Formoso;MG
4525;Fortaleza de Minas;MG
4527;Fortuna de Minas;MG
4529;Francisco Badaró;MG
4531;Francisco Dumont;MG
4533;Francisco Sá;MG
4535;Frei Gaspar;MG
4537;Frei Inocêncio;MG
4539;Fronteira;MG
4541;Frutal;MG
4543;Funilândia;MG
4545;Galiléia;MG
4547;Gonçalves;MG
4549;Gonzaga;MG
4551;Gouvea;MG
4553;Governador Valadares;MG
4555;Grão Mogol;MG
4557;Grupiara;MG
4559;Guanhães;MG
4561;Guapé;MG
4563;Guaraciaba;MG
4565;Guaranésia;MG
4567;Guarani;MG
4569;Guarará;MG
4571;Guarda-Mor;MG
4573;Guaxupé;MG
4575;Guidoval;MG
4577;Guimarânia;MG
4579;Guiricema;MG
4581;Gurinhatã;MG
4583;Heliodora;MG
4585;Iapu;MG
4587;Ibertioga;MG
4589;Ibiá;MG
4591;Ibiaí;MG
4593;Ibiraci;MG
4595;Ibirité;MG
4597;Ibitiúra de Minas;MG
4599;Ibituruna;MG
4601;Igarapé;MG
4603;Igaratinga;MG
4605;Iguatama;MG
4607;Ijaci;MG
4609;Ilicínea;MG
4611;Inconfidentes;MG
4613;Indianópolis;MG
4615;Ingaí;MG
4617;Inhapim;MG
4619;Inhaúma;MG
4621;Inimutaba;MG
4623;Ipanema;MG
4625;Ipatinga;MG
4627;Ipiaçu;MG
4629;Ipuiúna;MG
4631;Iraí de Minas;MG
4633;Itabira;MG
4635;Itabirinha;MG
4637;Itabirito;MG
4639;Itacambira;MG
4641;Itacarambi;MG
4643;Itaguara;MG
4645;Itaipé;MG
4647;Itajubá;MG
4649;Itamarandiba;MG
4651;Itamarati de Minas;MG
4653;Itambacuri;MG
4655;Itambé do Mato Dentro;MG
4657;Itamogi;MG
4659;Itamonte;MG
4661;Itanhandu;MG
4663;Itanhomi;MG
4665;Itaobim;MG
4667;Itapagipe;MG
4669;Itapecerica;MG
4671;Itapeva;MG
4673;Itatiaiuçu;MG
4675;Itaúna;MG
4677;Itaverava;MG
4679;Itinga;MG
4681;Itueta;MG
4683;Ituiutaba;MG
4685;Itumirim;MG
4687;Iturama;MG
4689;Itutinga;MG
4691;Jaboticatubas;MG
4693;Jacinto;MG
4695;Jacuí;MG
4697;Jacutinga;MG
4699;Jaguaraçu;MG
4701;Janaúba;MG
4703;Januária;MG
4705;Japaraíba;MG
4707;Jeceaba;MG
4709;Jequeri;MG
4711;Jequitaí;MG
4713;Jequitibá;MG
4715;Jequitinhonha;MG
4717;Jesuânia;MG
4719;Joaíma;MG
4721;Joanésia;MG
4723;João Monlevade;MG
4725;João Pinheiro;MG
4727;Joaquim Felício;MG
4729;Jordânia;MG
4731;Nova União;MG
4733;Juiz de Fora;MG
4735;Juramento;MG
4737;Juruaia;MG
4739;Ladainha;MG
4741;Lagamar;MG
4743;Lagoa da Prata;MG
4745;Lagoa dos Patos;MG
4747;Lagoa Dourada;MG
4749;Lagoa Formosa;MG
4751;Lagoa Santa;MG
4753;Lajinha;MG
4755;Lambari;MG
4757;Lamim;MG
4759;Laranjal;MG
4761;Lassance;MG
4763;Lavras;MG
4765;Leandro Ferreira;MG
4767;Leopoldina;MG
4769;Liberdade;MG
4771;Lima Duarte;MG
4773;Luminárias;MG
4775;Luz;MG
4777;Machacalis;MG
